,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Person,Returned
15,2291,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,77.75189999999999,Cassandra Brandow,Yes
16,2292,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,Cassandra Brandow,Yes
17,2292,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,Cassandra Brandow,Yes
18,2292,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,Cassandra Brandow,Yes
19,2293,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.2208000000000006,Cassandra Brandow,Yes
20,2293,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.2208000000000006,Cassandra Brandow,Yes
21,2293,CA-2017-149342,2017-04-20,2017-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.2208000000000006,Cassandra Brandow,Yes
22,2986,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0.0,6.240000000000002,Cassandra Brandow,Yes
23,2986,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0.0,6.240000000000002,Cassandra Brandow,Yes
24,2986,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0.0,6.240000000000002,Cassandra Brandow,Yes
25,2987,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,Cassandra Brandow,Yes
26,2987,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,Cassandra Brandow,Yes
27,2987,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,Cassandra Brandow,Yes
28,2988,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118,Cassandra Brandow,Yes
29,2988,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118,Cassandra Brandow,Yes
30,2988,CA-2018-139269,2018-05-25,2018-05-30,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118,Cassandra Brandow,Yes
31,3268,CA-2016-143840,2016-05-22,2016-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995000000000005,Cassandra Brandow,Yes
32,3268,CA-2016-143840,2016-05-22,2016-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995000000000005,Cassandra Brandow,Yes
33,3269,CA-2016-143840,2016-05-22,2016-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,Cassandra Brandow,Yes
34,3269,CA-2016-143840,2016-05-22,2016-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601.0,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,Cassandra Brandow,Yes
35,3483,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.9499999999999,5,0.0,168.18549999999993,Cassandra Brandow,Yes
36,3483,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.9499999999999,5,0.0,168.18549999999993,Cassandra Brandow,Yes
37,3483,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.9499999999999,5,0.0,168.18549999999993,Cassandra Brandow,Yes
38,3484,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0.0,12.521600000000005,Cassandra Brandow,Yes
39,3484,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0.0,12.521600000000005,Cassandra Brandow,Yes
40,3484,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0.0,12.521600000000005,Cassandra Brandow,Yes
41,3485,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,Cassandra Brandow,Yes
42,3485,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,Cassandra Brandow,Yes
43,3485,CA-2016-124688,2016-08-27,2016-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,Cassandra Brandow,Yes
44,3589,CA-2019-158729,2019-12-19,2019-12-21,First Class,AC-10450,Amy Cox,Consumer,United States,Lafayette,Louisiana,70506.0,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.312400000000025,Cassandra Brandow,Yes
45,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
46,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
47,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
48,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
49,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
50,3807,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.322999999999999,Cassandra Brandow,Yes
51,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
52,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
53,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
54,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
55,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
56,3808,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238000000000001,2,0.7,-4.0158000000000005,Cassandra Brandow,Yes
57,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
58,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
59,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
60,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
61,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
62,3809,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,Cassandra Brandow,Yes
63,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
64,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
65,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
66,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
67,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
68,3810,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.03900000000004,Cassandra Brandow,Yes
69,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
70,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
71,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
72,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
73,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
74,3811,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.079200000000007,Cassandra Brandow,Yes
75,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
76,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
77,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
78,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
79,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
80,3812,CA-2017-113628,2017-11-12,2017-11-19,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.13600000000002,3,0.2,16.440299999999986,Cassandra Brandow,Yes
81,4515,CA-2018-120873,2018-10-27,2018-11-01,Second Class,BW-11200,Ben Wallace,Consumer,United States,Hampton,Virginia,23666.0,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0.0,75.6548,Cassandra Brandow,Yes
82,4910,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.646799999999999,Cassandra Brandow,Yes
83,4910,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.646799999999999,Cassandra Brandow,Yes
84,4910,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.646799999999999,Cassandra Brandow,Yes
85,4910,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.646799999999999,Cassandra Brandow,Yes
86,4910,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.646799999999999,Cassandra Brandow,Yes
87,4911,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.28800000000001,7,0.2,12.7008,Cassandra Brandow,Yes
88,4911,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.28800000000001,7,0.2,12.7008,Cassandra Brandow,Yes
89,4911,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.28800000000001,7,0.2,12.7008,Cassandra Brandow,Yes
90,4911,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.28800000000001,7,0.2,12.7008,Cassandra Brandow,Yes
91,4911,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.28800000000001,7,0.2,12.7008,Cassandra Brandow,Yes
92,4912,CA-2019-127306,2019-01-14,2019-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999000000000006,Cassandra Brandow,Yes
